,book_name,Ganer,rating,rating_count,pages,price,Author
7406,The Holly-Tree Charles Dickens,Anthologies (non-poetry),3.26,375,32,68.91,Sir Arthur Conan Doyle
7409,Eine Weihnachtsgeschichte (Grossdruck),Contemporary Fiction,4.07,754429,106,107.09,Sir Arthur Conan Doyle
7410,A Christmas Carol (Legend Classics),"Fiction Books, Classic Books & Novels, Classic Science Fiction",4.07,765381,288,60.63,Sir Arthur Conan Doyle
7413,Dombey And Son (Complete),"Fiction Books, Contemporary Fiction",3.95,15011,752,116.62,Sir Arthur Conan Doyle
7414,A Child's History of England : With Original Engravings,"British & Irish History, Education",3.77,650,536,115.74,Sir Arthur Conan Doyle
7415,The Works of Charles Dickens ... : Dombey and Son,"Biography: General, Education",3.95,15011,642,129.20,Sir Arthur Conan Doyle
7417,Dombey En Zoon...,Home,3.95,15011,708,143.33,Sir Arthur Conan Doyle
7418,Kücük Dorrit,"Historical Romance, Historical Romance, Historical Fiction",3.99,46271,820,118.23,Sir Arthur Conan Doyle
7420,Our Mutual Friend Part 1,"Contemporary Fiction, Classic Books & Novels",4.09,28189,410,106.08,Sir Arthur Conan Doyle
7421,La Casa Dei Fantasmi : Di Charles Dickens Ed Altri Autori,Short Story Books,3.1,1768,96,46.48,Sir Arthur Conan Doyle
7423,Opowieść o dwóch miastach,Home,3.86,900913,600,88.73,Sir Arthur Conan Doyle
7426,Martin Chuzzlewit (Royal Collector's Edition) (Case Laminate Hardcover with Jacket),"Classic Books & Novels, Historical Fiction",3.83,15743,792,223.55,Sir Arthur Conan Doyle
7428,The Pickwick Papers : Illustrated,Classic Books & Novels,3.84,27788,674,125.76,Sir Arthur Conan Doyle
7429,"A Christmas Carol : in Prose, Being a Ghost-Story of Christmas","Classic Books & Novels, Religious & Spiritual Fiction, Christian Life & Practice",4.07,754429,100,40.63,Sir Arthur Conan Doyle
7432,Doctor Marigold (Esprios Classics),"Contemporary Fiction, Adventure Books, Fantasy, Fantasy Books",3.81,528,44,88.43,Sir Arthur Conan Doyle
7433,Hard Times : Fully Annotated Edition,"Contemporary Fiction, Classic Books & Novels",3.54,63708,380,65.35,Sir Arthur Conan Doyle
7436,The Battle of Life Illustrated : by Charles Dickens,"Contemporary Fiction, Classic Books & Novels, Short Story Books",3.2,1241,96,57.35,Sir Arthur Conan Doyle
7437,Sketches By Boz And Hard Times (1883),Anthologies (non-poetry),3.72,1365,826,263.77,Sir Arthur Conan Doyle
7438,The Works of Charles Dickens : A Child's History of England. No Thoroughfare,Contemporary Fiction,3.77,650,560,124.99,Sir Arthur Conan Doyle
7440,A Child's History Of England : With Original Engravings,British & Irish History,3.77,650,526,156.93,Sir Arthur Conan Doyle
7444,Our Mutual Friend : With Illustrations,Home,4.09,28189,930,165.91,Sir Arthur Conan Doyle
7445,Works Of Charles Dickens : Martin Chuzzlewit,Home,3.83,15743,666,112.96,Sir Arthur Conan Doyle
7447,The Personal History And Experience Of David Copperfield The Younger...,Contemporary Fiction,4.02,221135,856,159.76,Sir Arthur Conan Doyle
7448,A Christmas Carol : In English,"Language: Reference & General, Literature: History & Criticism, Literary Studies: General",4.07,754429,116,76.90,Sir Arthur Conan Doyle
7450,Dombey Et Fils: Roman Anglais (Ed.1895),"Literary Studies: General, Contemporary Fiction, Classic Books & Novels",3.95,15011,997,190.82,Sir Arthur Conan Doyle
7451,The Magic Fishbone; Romance from the Pen of Miss Alice Rainbird Aged Seven,Home,3.4,407,50,49.17,Sir Arthur Conan Doyle
7452,Le due città,Home,3.86,900913,454,104.40,Sir Arthur Conan Doyle
7454,A Christmas Carol (Classic Masterpieces),Classic Books & Novels,4.07,754429,116,41.74,Sir Arthur Conan Doyle
7455,"The Chimes, a Goblin Story","Classic Books & Novels, Thriller Books, Thrillers, Myth & Legend Told As Fiction",3.19,8409,132,72.88,Sir Arthur Conan Doyle
7456,Oliver Twist Charles Dickens,Classic Books & Novels,3.88,363067,276,73.51,Sir Arthur Conan Doyle
7459,Les papiers posthumes du Pickwick club.,Anthologies (non-poetry),3.84,27788,462,202.27,Sir Arthur Conan Doyle
7465,The Magic Fishbone : [Illustrated Edition],Sci Fi Books for Kids,3.4,407,28,51.34,Sir Arthur Conan Doyle
7467,"A Christmas Carol in Prose, Being a Ghost-Story of Christmas : A Christmas Carol",Classic Books for Children,4.07,754429,76,48.54,Sir Arthur Conan Doyle
7469,"The Battle Of Life, With Illustr. By C.e. Brock",Home,3.2,1241,200,122.74,Sir Arthur Conan Doyle
7470,"American notes for general circulation. By : Charles Dickens, Illustrated By: C.(Clarkson Frederick) Stanfield (3 December 1793 - 18 May 1867).: American Notes for General Circulation is a travelogue by Charles Dickens detailing his trip to North America",Contemporary Fiction,3.61,946,164,61.48,Sir Arthur Conan Doyle
7471,Le Cricri Du Foyer (the Cricket on the Hearth) : Conte Domestique En Trois Cris (Classic Reprint),"Romance, Romance Books",3.45,6778,424,125.00,Sir Arthur Conan Doyle
7476,Oliver Twist Paperback,Classic Books & Novels,3.88,363067,464,66.92,Sir Arthur Conan Doyle
7477,Conte de Noel,Classic Books & Novels,4.07,754429,78,74.48,Sir Arthur Conan Doyle
7479,Rizdvjana istorija,Home,4.07,765690,160,78.27,Sir Arthur Conan Doyle
7482,"Charles Dickens? the Lazy Tour of Two Idle Apprentices : I Do Not Know the American Gentleman, God Forgive Me for Putting Two Such Words Together.",Classic Books & Novels,3.42,323,74,52.83,Sir Arthur Conan Doyle
7483,Charles Dickens' the Mystery of Edwin Drood : A Man Is Lucky If He Is the First Love of a Woman. a Woman Is Lucky If She Is the Last Love of a Man.,Classic Books & Novels,3.67,11681,192,67.87,Sir Arthur Conan Doyle
7484,The Chimes (Cactus Classics Dyslexic Friendly Font) : A Goblin Story; 12 Point Font; Dyslexia Edition; OpenDyslexic; Illustrated,"Poetry & Drama, Fiction Books, Classic Books & Novels, Philosophy, Religious Books, Christian Books",3.19,8409,274,93.34,Sir Arthur Conan Doyle
7486,"Barnaby Rudge, Vol. 2 (Classic Reprint)","Childrens Fiction, Childrens General Story Books",3.82,10213,322,83.60,Sir Arthur Conan Doyle
7489,Christmas Stories From Household Words and All the Year Round,Home,3.84,285,624,139.95,Sir Arthur Conan Doyle
7490,Martin Chuzzlewit (Classic Reprint),"Childrens Fiction, Childrens General Story Books",3.83,15743,828,92.03,Sir Arthur Conan Doyle
7491,The Pickwick Papers Charles Dickens,Anthologies (non-poetry),3.84,27788,736,159.55,Sir Arthur Conan Doyle
7493,"A Christmas carol, in prose; being a ghost story of Christmas. NOVEL by : Charles Dickens","Contemporary Fiction, Religious & Spiritual Fiction, Christian Life & Practice",4.07,754429,112,50.26,Sir Arthur Conan Doyle
7494,Il grillo del focolare,Home,3.45,6778,152,64.58,Sir Arthur Conan Doyle
7499,Cuento de navidad / pd.,"Literary Studies: Classical, Early & Medieval, Contemporary Fiction, Classic Books & Novels",4.07,765690,181,102.59,Sir Arthur Conan Doyle
7504,"Charles Dickens, Hard Times",Classic Books & Novels,3.54,63708,266,88.60,Sir Arthur Conan Doyle
7505,"Leben Und Abenteuer Des Martin Chuzzlewit, Seine Verwandten, Freunde Und Feinde, Sein Dichten Und Trachten, Nebst Einem Geschichtlichen Bericht Von Seinem Thun Und Lassen : Worin Ausserdem Noch Gezeigt Wird, Wer Das Silberzeug Erbte, Wem Die Silbernen Loef",History Of The Americas,3.83,15743,482,129.85,Sir Arthur Conan Doyle
7513,Grandes Esperanzas : #DesafioDickens #4,Anthologies (non-poetry),3.79,746896,518,87.90,Sir Arthur Conan Doyle
7517,"A Christmas Carol. In prosa, ossia, una storia di spettri sul Natale : Traduzione in italiano integrale e annotata",Classic Books & Novels,4.07,754429,152,61.82,Sir Arthur Conan Doyle
7519,To Be Read At Dusk,"Classic Books & Novels, Short Story Books",3.39,1354,28,44.01,Sir Arthur Conan Doyle
7521,GRANDES ESPERANCAS,Contemporary Fiction,3.79,746896,528,168.25,Sir Arthur Conan Doyle
7522,Great expectations : The thirteenth novel by Charles Dickens and his penultimate completed novel,"Contemporary Fiction, Historical Romance",3.79,746896,400,116.12,Sir Arthur Conan Doyle
7523,Christmas Stories From Household Words And All The Year Round (1913),"Plays, Playscripts, Anthologies (non-poetry), Classic Books & Novels",3.84,287,612,215.93,Sir Arthur Conan Doyle
7524,David Copperfield (Annotated),"Classic Books & Novels, Historical Romance",4.02,221135,712,105.59,Sir Arthur Conan Doyle
7525,Hard Times by Charles Dickens,"Fiction Books, Contemporary Fiction, Classic Books & Novels, Adventure Books, Historical Fiction",3.54,63708,318,295.74,Sir Arthur Conan Doyle
7526,Pickwick,"Literary Studies: Classical, Early & Medieval, Classic Books & Novels",3.84,27788,1600,304.40,Sir Arthur Conan Doyle
7527,"האר הומפרי ס זייגער : Master Humphrey's Clock, Yiddish edition",Short Story Books,3.58,344,126,55.05,Sir Arthur Conan Doyle
7531,Chimes (illustrated edition).,Contemporary Fiction,3.19,8409,112,110.08,Sir Arthur Conan Doyle
7534,"A Child's History of England, Volumes 1-2",Contemporary Fiction,3.77,650,604,130.55,Sir Arthur Conan Doyle
7538,Der Weihnachtsabend oder Eine Geistergeschichte zum Christfest,Ghosts & Poltergeists,4.07,754429,133,34.52,Sir Arthur Conan Doyle
7541,Charles Dickens Classic Christmas Collection : 13 Stories Including a Christmas Carol and Oliver Twist,Classic Books & Novels,3.99,209,684,145.32,Sir Arthur Conan Doyle
7543,The works of Charles Dickens Volume 7,"Anthologies (non-poetry), Contemporary Fiction",4.37,612,610,130.70,Sir Arthur Conan Doyle
7544,The Holly-Tree Inn (1856),"Anthologies (non-poetry), Religious Life & Practice",3.26,375,52,123.11,Sir Arthur Conan Doyle
7545,Oliver Twist. by Charles Dickens.,Anthologies (non-poetry),3.88,363067,268,97.80,Sir Arthur Conan Doyle
7547,The Personal History of David Copperfield ... with Eighteen Illustrations.,Classic Books & Novels,4.02,221135,326,103.06,Sir Arthur Conan Doyle
7548,The Personal History of David Copperfield.,General & World History,4.02,221135,570,125.13,Sir Arthur Conan Doyle
7551,The Life and Adventures of Martin Chuzzlewit.,"Biography: General, Anthologies (non-poetry), History Of The Americas",3.83,15743,574,125.24,Sir Arthur Conan Doyle
7552,Master Humphrey's Clock V1 (1840),"Anthologies (non-poetry), Classic Books & Novels, Religious Life & Practice, Jurisprudence",3.58,344,320,149.71,Sir Arthur Conan Doyle
7553,Paul Dombey : From Dombey And Son (1898),"Anthologies (non-poetry), Jurisprudence",3.95,15011,136,103.34,Sir Arthur Conan Doyle
7556,"The Complete Works of Charles Dickens (in 30 Volumes, Illustrated) : A Child's History of England","Anthologies (non-poetry), Bibliographies, Catalogues, Discographies",3.77,650,418,99.44,Sir Arthur Conan Doyle
7557,The Life and Adventures of Nicholas Nickleby. [With plates.],"Plays, Playscripts, Anthologies (non-poetry)",3.93,43051,596,125.63,Sir Arthur Conan Doyle
7558,Little Dorrit (Dodo Press),Classic Books & Novels,3.99,46271,704,118.87,Sir Arthur Conan Doyle
7564,David Cooperfield,"Childrens Literature Studies: General, Classic Books & Novels",4.02,221135,816,94.22,Sir Arthur Conan Doyle
7566,"David Copperfield, Volume 1","Plays, Playscripts, Classic Books & Novels",4.12,211,522,96.00,Sir Arthur Conan Doyle
7568,"The Christmas Books : A Christmas Carol, the Chimes, the Cricket On the Hearth","Plays, Playscripts, Contemporary Fiction, Classic Books & Novels, Short Story Books",4.14,57789,240,26.79,Sir Arthur Conan Doyle
7569,A Christmas Carol Deluxe Edition,"Fiction Books, Classic Books & Novels, Horror",4.07,765381,208,87.79,Sir Arthur Conan Doyle
7571,Great Expectations (Vintage Classics Dickens Series),Classic Books & Novels,3.79,750661,560,43.81,Sir Arthur Conan Doyle
7572,David Copperfield (Vintage Classics Dickens Series),Classic Books & Novels,4.02,221135,912,39.71,Sir Arthur Conan Doyle
7573,A Christmas Carol (Vintage Classics Dickens Series),"Contemporary Fiction, Classic Books & Novels, Horror",4.07,754429,288,89.80,Sir Arthur Conan Doyle
7574,Usborne Illustrated Stories from Dickens,"Classic Books for Children, Adventure Books for Kids, Short Stories for Kids",4.4,218,351,87.67,Sir Arthur Conan Doyle
7575,A Literary Christmas : An Anthology,"Poetry Books, Poetry Anthologies (various Poets), Anthologies (non-poetry), Short Story Books",3.86,854,160,67.16,Sir Arthur Conan Doyle
7577,A Christmas Carol : A Christmas Holiday Book for Kids,"Storybooks, Childrens Fiction, Classic Books for Children, Childrens General Story Books",4.24,1596,40,87.79,Sir Arthur Conan Doyle
7578,Oliver Twist (Vintage Classics Dickens Series),Classic Books & Novels,3.88,363067,464,50.63,Sir Arthur Conan Doyle
7579,A Christmas Carol: Templar Classics,Classic Books for Children,4.07,754429,192,79.47,Sir Arthur Conan Doyle
7580,Great Expectations by Charles Dickens Study Edition,"Secondary Schools, Secondary Schools, English Language: Reading & Writing Skills, Fiction Texts, General Study Books",3.79,746896,424,40.09,Sir Arthur Conan Doyle
7581,Quentin Blake's A Christmas Carol : 2015 Edition,"Childrens Fiction, Classic Books for Children, Childrens General Story Books, Horror & Ghost, Traditional, Non-Fiction",4.07,754429,152,111.67,Sir Arthur Conan Doyle
7582,The Annotated Christmas Carol : A Christmas Carol in Prose,"Literary Essays, Literary Studies: General, Contemporary Fiction, Classic Books & Novels",4.07,766215,384,130.30,Sir Arthur Conan Doyle
7584,Oliver Twist : Introduction by Michael Slater,"Contemporary Fiction, Classic Books & Novels",3.88,364901,528,110.88,Sir Arthur Conan Doyle
7585,The Christmas Books,"Classic Books & Novels, Horror",4.14,57864,416,64.33,Sir Arthur Conan Doyle
7586,The Life of Our Lord : The Story of Jesus Told by Charles Dickens,"Biography: General, Encyclopaedias & Reference Works, Reference Works, Biblical Studies & Exegesis",4,2336,144,63.26,Sir Arthur Conan Doyle
7587,Oxford Children's Classic: A Christmas Carol and Other Christmas Stories,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Encyclopaedias & Reference Works, Classic Books for Children",4.14,36720,352,73.32,Sir Arthur Conan Doyle
7588,Little Dorrit : with an introduction by Peter Ackroyd,Classic Books & Novels,3.99,46271,960,179.66,Sir Arthur Conan Doyle
7589,A Novel Journal: Great Expectations,"Classic Books & Novels, Miscellaneous Items",3.79,746896,160,97.50,Sir Arthur Conan Doyle
7593,Scrooge #worstgiftever,"Classic Books for Children, Childrens General Story Books, Funny Books for Kids",3.69,276,112,44.39,Sir Arthur Conan Doyle
7594,"A Christmas Carol, The Chimes & The Cricket on the Hearth (Barnes & Noble Classics Series)","Contemporary Fiction, Classic Books & Novels, Short Story Books, Fiction Texts",4.14,57864,304,92.36,Sir Arthur Conan Doyle
7595,The Life of Our Lord : Illustrated 200th Anniversary Edition,"Biography: General, Christian Theology, Christian Life & Practice",4,2350,96,63.26,Sir Arthur Conan Doyle
7596,Quentin Blake's A Christmas Carol : 2017 Edition,"Childrens Fiction, Classic Books for Children, Childrens General Story Books, Traditional, Non-Fiction",4.07,754429,152,48.70,Sir Arthur Conan Doyle
7597,"Oxford Bookworms Library: Oliver Twist : Level 6: 2,500 Word Vocabulary","Language Teaching & Learning (other Than ELT), Language Teaching & Learning Material & Coursework, ELT: Learning Material & Coursework",3.93,545,120,356.01,Sir Arthur Conan Doyle
7603,A Tale of Two Cities (Barnes & Noble Classics Series),"Contemporary Fiction, Classic Books & Novels",3.86,901312,448,57.07,Sir Arthur Conan Doyle
7604,Hard Times : for These Times,Classic Books & Novels,3.54,63708,384,46.24,Sir Arthur Conan Doyle
7606,A Christmas Carol (Film Tie-in),"Anthologies (non-poetry), Contemporary Fiction, Classic Books & Novels",4.07,754429,144,43.35,Sir Arthur Conan Doyle
7607,A Christmas Carol : A Faithful Reproduction of the Original First Edition,"Fiction Books, Contemporary Fiction, Classic Books & Novels",4.07,765381,208,87.79,Sir Arthur Conan Doyle
7609,A Christmas Carol : Unabridged,Classic Books & Novels,4.07,754429,3,87.79,Sir Arthur Conan Doyle
7611,Two Novels: The Tale Of Two Cities And Great Expectations,"Contemporary Fiction, Classic Books & Novels, Historical Fiction",4.01,17034,848,43.81,Sir Arthur Conan Doyle
7613,Great Expectations: Volume 26,"Fiction Books, Contemporary Fiction, Classic Books & Novels, Historical Adventure, Historical Fiction",3.79,746896,512,42.41,Sir Arthur Conan Doyle
7617,Mod Lib Bleak House,"Contemporary Fiction, Classic Books & Novels",4.01,104796,928,39.71,Sir Arthur Conan Doyle
7618,A Christmas Carol : Illustrated Version,Classic Books & Novels,4.07,754429,90,44.61,Sir Arthur Conan Doyle
7619,A Child?s History of England,Contemporary Fiction,3.77,650,366,123.97,Sir Arthur Conan Doyle
7621,Master Humphrey S Clock - Scholar's Choice Edition,Contemporary Fiction,3.58,344,130,55.63,Sir Arthur Conan Doyle
7622,Christmas Carol Minibook,"Antiques & Collectables: Books, Manuscripts, Ephemera & Printed Matter, Miscellaneous Items",4.07,754429,507,87.79,Sir Arthur Conan Doyle
7623,Tiempos Dificiles,Anthologies (non-poetry),3.54,63708,236,55.47,Sir Arthur Conan Doyle
7624,El Presidente del Jurado,Anthologies (non-poetry),3.41,544,30,55.47,Sir Arthur Conan Doyle
7627,A Christmas Carol : By Charles Dickens - Illustrated,Classic Books & Novels,4.07,754429,68,44.61,Sir Arthur Conan Doyle
7628,A Tale of Two Cities : By Charles Dickens - Illustrated,Classic Books & Novels,3.86,897356,364,44.61,Sir Arthur Conan Doyle
7629,Zor Zamanlar,Home,3.54,63708,64,104.89,Sir Arthur Conan Doyle
7630,Büyük Umutlar,Home,3.79,746896,544,104.89,Sir Arthur Conan Doyle
7631,The Chimes (Annotated) : A Goblin Story of Some Bells That Rang an Old Year Out and a New Year in,"Fiction Books, Contemporary Fiction",3.19,8409,60,44.38,Sir Arthur Conan Doyle
